category,key,value,frequency
Guitar,Body Material,Maple,6
Guitar,Body Material,eye poplar,1
Guitar,Body Material,Top Solid,1
Guitar,Body Material,Solid Spruce,1
Guitar,Body Material,Acrylic,1
Guitar,Body Material,spruce,1
Guitar,Body Material,Solid spruce,1
Guitar,Body Material,ASH,1
Guitar,Body Material,Plastic,1
Guitar,Body Material,Zebrawood,1
Guitar,Fingerboard Material,Maple,9
Guitar,Fingerboard Material,Rosewood,37
Guitar,Fingerboard Material,Ebony,11
Guitar,Fingerboard Material,Basswood,2
Guitar,Fingerboard Material,Plastic,1
Guitar,Bow Material,M,14
Guitar,Bow Material,African Mahogany Okoume,1
Guitar,Bow Material,Mahogany,5
Guitar,Bow Material,N,1
Guitar,Bow Material,Plastic,1
Guitar,Tone Position,22,8
Guitar,Tone Position,18,1
Guitar,Tone Position,20,6
Guitar,Tone Position,24,4
Guitar,Tone Position,25,1
Guitar,Model Number, SR-R-D45C,1
Guitar,Model Number,40-30,1
Guitar,Model Number,6120,3
Guitar,Model Number,electric guitar,11
Guitar,Model Number,Relic LP electric guitar,1
Guitar,Model Number,41-36,1
Guitar,Model Number,AGT18,1
Guitar,Model Number,40-16,1
Guitar,Model Number,41-33,1
Guitar,Model Number,GYPB-6019,1
Guitar,Model Number,AGT04,1
Guitar,Model Number,LP,11
Guitar,Model Number,Electric Guitar DIY Kit Set,2
Guitar,Model Number,Stratocaster,3
Guitar,Model Number,CST17112602,1
Guitar,Model Number,ST,5
Guitar,Model Number,Telecaster,3
Guitar,Model Number,JAZZ Bass,2
Guitar,Model Number,Standard,2
Guitar,Model Number,rosewood,1
Guitar,Model Number,5 String,1
Guitar,Model Number,41 inches,1
Guitar,Model Number,ACM-679,1
Guitar,Model Number,CST17102402,1
Guitar,Model Number,41-52,1
Guitar,Model Number,Jazzmaster,1
Guitar,Model Number,SG,2
Guitar,Model Number,LS067,1
Guitar,Model Number,CST18060801,1
Guitar,Model Number,GYLP-3066,1
Guitar,Model Number,GA-H60,1
Guitar,Model Number,J200,2
Guitar,Model Number,40-29,1
Guitar,Model Number,38&quot; Acoustic Guitar,1
Guitar,Model Number,40-50,1
Guitar,Model Number,STRATOCASTER,1
Guitar,Model Number,Bass Guitar,1
Guitar,Model Number,ES,1
Guitar,Model Number,SR-ES-335E,1
Guitar,Model Number,SL2H,1
Guitar,Model Number,GYLP-3064,1
Guitar,Model Number,telecaster,1
Guitar,Model Number,stratocaster,1
Guitar,Model Number,ES175,1
Guitar,Model Number,41-48,1
Guitar,Model Number,LP standard,1
Guitar,Model Number,SR-ES-335B,1
Guitar,Model Number,GYPB-6018,1
Guitar,Model Number,K Style,1
Guitar,Model Number,Flying V,1
Guitar,Model Number,lp guitar,3
Guitar,Model Number,Electric Guitar,1
Guitar,Model Number,BILLIE JOE,1
Guitar,Model Number,Modern,1
Guitar,Model Number,41-31,1
Guitar,Model Number,DG335,1
Guitar,Model Number,41-50,1
Guitar,Model Number,CST17061301,1
Guitar,Model Number,Ernie ball,1
Guitar,Model Number,CST16112503,1
Guitar,Model Number,lp,1
Guitar,Model Number,41-39,1
Guitar,Model Number,ES-335,1
Guitar,Model Number,41-49,1
Guitar,Model Number,guitar,1
Guitar,Model Number,Custom Zakk,1
Guitar,Model Number,GYST-1005,1
Guitar,Model Number,40-45,1
Guitar,Model Number,Wolfgang,1
Guitar,Model Number,Jazz Bass,1
Guitar,Model Number,st,1
Guitar,Model Number,Electric Bass Guitar,1
Guitar,Model Number,41-40,1
Guitar,Model Number,39-6-5,1
Guitar,Pickup,fishman,1
Guitar,Pickup,Fishman,2
Guitar,Pickup,EMG Pickups,1
Guitar,Brand Name,Cnbald,7
Guitar,Brand Name,firehawk,4
Guitar,Brand Name,TSAI,1
Guitar,Brand Name,Smiger,2
Guitar,Brand Name,Human,1
Guitar,Brand Name,ammoon,1
Guitar,Brand Name,Yuker,1
Guitar,Brand Name,FLEOR,1
Guitar,Brand Name,Diduo,1
Guitar,Brand Name,knowneer,1
Guitar,Brand Name,Gwarem,1
Guitar,String Winder,Vintage,1
Guitar,String Winder,Closed Knob,1
Shirts,Sport Type,Basketball,206
Shirts,Sport Type,Yoga,21
Shirts,Sport Type,Soccer,6
Shirts,Sport Type,Ice Hockey,13
Shirts,Sport Type,Cycling,7
Shirts,Gender,Men,155
Shirts,Gender,Women,22
Shirts,Gender,Boys,6
Shirts,Material,Polyester,1
Shirts,Material,Cotton,6
Shirts,Fabric Type,Jersey,174
Shirts,Fabric Type,Fleece,1
Shirts,Brand Name,BONJEAN,43
Shirts,Brand Name,Uncle GG,9
Shirts,Brand Name,ROYALWAY,3
Shirts,Brand Name,Dueweer,6
Shirts,Brand Name,Dwayne,6
Shirts,Brand Name,B.BANG,1
Shirts,Brand Name,MSSNNG,4
Shirts,Brand Name,Gefex,1
Shirts,Brand Name,AIFEIYIYI,1
Shirts,Brand Name,Iverson,2
Shirts,Brand Name,VTURE,2
Shirts,Brand Name,ESDY,1
Shirts,Brand Name,INDCOLTS,2
Shirts,Brand Name,Throwback,1
Shirts,Brand Name,GLANE,1
Shirts,Model Number,BONJEAN,12
Shirts,Model Number,MT19166,1
Shirts,Model Number,33,3
Shirts,Model Number,RIM7066BS,1
Shirts,Model Number,Lucas Scott,1
Shirts,Model Number,Alien Monstars,1
Shirts,Model Number,Bryant,1
Shirts,Model Number,11 Kyrie Irving,2
Shirts,Model Number,Jerseys,5
Shirts,Model Number,Steve Nash,1
Shirts,Model Number,Gary Payton Jersey,1
Shirts,Model Number,#22 Quincy McCall,1
Shirts,Model Number,Basketball Jerseys,6
Shirts,Model Number,44 Pete Maravich,1
Shirts,Model Number,K0074,1
Shirts,Model Number,Semi Pro Flint Tropics,1
Shirts,Model Number,9,1
Shirts,Model Number,N,1
Shirts,Model Number,#33 Will Smith,1
Shirts,Model Number,41 Dirk Nowitzki,1
Shirts,Model Number,12,1
Shirts,Model Number,Wilt Chamberlain,1
Shirts,Model Number,25,1
Shirts,Model Number,2 Lonzo Ball,1
Shirts,Model Number,15,3
Shirts,Model Number,34 Giannis Antetokounmpo,1
Shirts,Model Number,Jackie Moon,1
Shirts,Model Number,20,1
Shirts,Model Number,30,1
Shirts,Model Number,7 Toni Kukoc,1
Shirts,Model Number,13 James Harden,1
Shirts,Model Number,3 Dwyane Tyrone Wade,1
Shirts,Model Number,Pete Maravich,1
Shirts,Model Number,Dwyane Wade,1
Shirts,Model Number,Ben Simmons 20,1
Shirts,Model Number,23 LeBron James,2
Shirts,Model Number,Arvydas Sabonis #15,1
Shirts,Model Number,20 Manu Ginobili,1
Shirts,Model Number,35 Kevin Durant,1
Shirts,Model Number,14,2
Shirts,Model Number,Goran Dragic,1
Shirts,Model Number,0 Russell Westbrook,2
Shirts,Model Number,Moses Malone,1
Shirts,Model Number,23 Lebron James,1
Shirts,Model Number,1/3,1
Shirts,Model Number,Will Smith Jersey,1
Shirts,Model Number,Charles Barkley,1
Shirts,Model Number,Space Jam,1
Shirts,Model Number,10 Demar DeRozan,1
Shirts,Model Number,11,1
Shirts,Model Number,Shaquille O&#39;neal Jersey,1
Shirts,Model Number,10,1
Shirts,Model Number,#15,1
Shirts,Model Number,K0073,1
Shirts,Model Number,34,2
Shirts,Model Number,13 Wilt Chamberlain,1
Shirts,Model Number,3,1
Shirts,Model Number,30 Stephen Curry,1
Shirts,Model Number,#23 Barack Obama,1
Shirts,Model Number,22,1
Shirts,Model Number,96,1
Shirts,Model Number,2,1
Shirts,Model Number,11 Klay Thompson,1
Shirts,Model Number,Kobe Bryant,1
Shirts,Model Number,50 David Robinson,1
Shirts,Model Number,1,1
Shirts,Model Number,ARVYDAS SABONIS,1
Shirts,Model Number,7,1
Shirts,Model Number,Lew Alcindor Jr,1
Shirts,Model Number,Yoga Shirts,1
Shirts,Model Number,13 Paul George,1
Shirts,Model Number,Dwyane WADE,1
Shirts,Model Number,Aaliyah #19 Brick Layers,1
Shirts,Model Number,5 Sasha Danilovic,1
Shirts,Model Number,RIM7037CSlianmeng,1
Shirts,Model Number,A,1
Shirts,Model Number,42,1
Shirts,Model Number,Jack Hanson 16,1
Shirts,Model Number,15 Arvydas Sabonis,1
Shirts,Model Number,Kenny Tyler,1
Shirts,Model Number,Len Bias,1
Shirts,Model Number,3 Dwyane Wade,1
Shirts,Model Number,16,1
Shirts,Model Number,MT19160,1
Shirts,Model Number,24 Lauri Markkanen,1
Shirts,Model Number,6,2
Shirts,Model Number, Donald Trump,1
Shirts,Model Number,RIM7101BS,1
Shirts,Model Number,Women Yoga Shirts Sexy Sports Breathable Yoga Tops,1
Shirts,Model Number,AHSN919,1
Shirts,Model Number,Markelle Fultz,1
Shirts,Model Number,One Tree Hill  Jersey,1
Shirts,Sleeve Length(cm),Short,17
Shirts,Sleeve Length(cm),Sleeveless,15
Shirts,Sleeve Length(cm),Full,2
Shirts,Feature,Breathable,8
Shirts,Feature,Quick Dry,2
Shirts,Style,Hoodie,1
Shirts,Style,Camouflage,1
Shirts,Style,Throwback Hockey Jersey,1
Shirts,Style,Retro,2
Shirts,Color,Red,1
Shirts,Color,Black,1
Shirts,Color,Blue,1
Shoes,Brand,Stride Rite,1
Shoes,Brand,Flojos,1
Shoes,Brand,Hush Puppies,3
Shoes,Brand,Aravon,1
Shoes,Brand,Franco Sarto,3
Shoes,Brand,Spenco,1
Shoes,Brand,Camper,1
Shoes,Brand,Deer Stags,1
Shoes,Brand,Walking Cradles,1
Shoes,Brand,Pearl Izumi,1
Shoes,Brand,Ellie Shoes,6
Shoes,Brand,Crocs,3
Shoes,Brand,Saucony,1
Shoes,Brand,Diesel,7
Shoes,Brand,Dockers,2
Shoes,Brand,Tamarac by Slippers International,1
Shoes,Brand,ROPER,1
Shoes,Brand,Volatile,2
Shoes,Brand,Kenneth Cole REACTION,1
Shoes,Brand,Pleaser,1
Shoes,Brand,Dr. Martens,2
Shoes,Brand,Stacy Adams,6
Shoes,Brand,G.H. Bass & Co.,1
Shoes,Brand,Trotters,1
Shoes,Brand,New Balance,2
Shoes,Brand,Easy Street,1
Shoes,Brand,Miz Mooz,1
Shoes,Brand,Rockport,3
Shoes,Brand,Donald J Pliner,1
Shoes,Brand,Finn Comfort,2
Shoes,Brand,Osiris,2
Shoes,Brand,Nike,4
Shoes,Brand,CL by Chinese Laundry,1
Shoes,Brand,Robeez Mini Shoez,1
Shoes,Brand,Vans,1
Shoes,Brand,Minnetonka,10
Shoes,Brand,L.B. Evans,1
Shoes,Brand,Klogs USA,2
Shoes,Brand,Naturalizer,2
Shoes,Brand,Birkenstock,2
Shoes,Brand,Baby Deer,1
Shoes,Brand,J-41,1
Shoes,Brand,Timberland,1
Shoes,Brand,Florsheim,2
Shoes,Brand,Jessica Simpson,1
Shoes,Brand,Sandro Moscoloni,1
Shoes,Brand,Mephisto,1
Shoes,Brand,Fila,3
Shoes,Brand,The Highest Heel,2
Shoes,Brand,Northside,1
Shoes,Brand,Gentle Souls by Kenneth Cole,2
Shoes,Brand,Dunham,3
Shoes,Brand,Anne Klein,1
Shoes,Brand,Polo Ralph Lauren,2
Shoes,Brand,Onex,3
Shoes,Brand,Sebago,1
Shoes,Brand,Spring Step,1
Shoes,Brand,Cole Haan,2
Shoes,Brand,SJP by Sarah Jessica Parker,1
Shoes,Brand,Drew Shoe,1
Shoes,Brand,Skechers,1
Shoes,Brand,Foamtreads,1
Shoes,Brand,Saucony Originals,1
Shoes,Brand,Ralph Lauren Layette,1
Shoes,Brand,Sperry,1
Shoes,Brand,La Plume,2
Shoes,Brand,EMU Australia,1
Shoes,Brand,Sanuk,2
Shoes,Brand,Eastland,2
Shoes,Brand,Earth,1
Shoes,Brand,Georgia,1
Shoes,Brand,Dr. Scholl's Shoes,1
Shoes,Brand,Michael Michael Kors MK,1
Shoes,Brand,Keds,1
Shoes,Brand,T.U.K.,1
Shoes,Brand,Ellie,1
Shoes,Brand,Yellow Box,2
Shoes,Brand,STACY ADAMS,1
Shoes,Brand,Calvin Klein,1
Shoes,Brand,Holy Land Market,1
Shoes,Brand,TOMS,1
Shoes,Age,Toddler,1
Shoes,Age,3-6 Months,1
Shoes,Age,Tod/YTH,1
Shoes,Age,Infant,1
Shoes,Age,Women's,1
Shoes,Age,Infant/Toddler,1
Shoes,Gender,Girl's,1
Shoes,Gender,Women's,61
Shoes,Gender,mens,1
Shoes,Gender,Men's,58
Shoes,Gender,Womens,2
Shoes,Gender,Unisex,3
Shoes,Gender,womens,3
Shoes,Gender,Sneaker,1
Shoes,Model name,SRT Emilia,1
Shoes,Model name,Fiesta,1
Shoes,Model name,Gil,1
Shoes,Model name,Jodi,1
Shoes,Model name,Nolan,2
Shoes,Model name,Supreme,1
Shoes,Model name,Pelotas XL 18304,1
Shoes,Model name,Tribune Wingtip,1
Shoes,Model name,Natalie Classic,1
Shoes,Model name,X-Alp Low,1
Shoes,Model name,8401,1
Shoes,Model name,Jayna,1
Shoes,Model name,Kinvara 11,1
Shoes,Model name,Loop Nylon,1
Shoes,Model name,Castaway,1
Shoes,Model name,Handsewn,1
Shoes,Model name,Performance Slip On-m,1
Shoes,Model name,Cash,2
Shoes,Model name,Punchual,1
Shoes,Model name,Domina-460,1
Shoes,Model name,1B60,1
Shoes,Model name,Catalina,1
Shoes,Model name,Eagle Loop,1
Shoes,Model name,Madison,3
Shoes,Model name,Margie,1
Shoes,Model name,Lauren,1
Shoes,Model name,M587,1
Shoes,Model name,Drape Toast Slingback,1
Shoes,Model name,Panthea,1
Shoes,Model name,Classic,5
Shoes,Model name,Honey -26,1
Shoes,Model name,Adana,1
Shoes,Model name,Duffel LP,1
Shoes,Model name,11989M,1
Shoes,Model name,Dunk High,1
Shoes,Model name,Pass On,2
Shoes,Model name,Sonnet Vitello,1
Shoes,Model name,Scalloped Pop Flower,1
Shoes,Model name,Double Bottom Hardsole,1
Shoes,Model name,Mall Walker,1
Shoes,Model name,Shakespeare Circle,1
Shoes,Model name,Chicopee,1
Shoes,Model name,Deino,1
Shoes,Model name,Profi Birki,1
Shoes,Model name,2154,1
Shoes,Model name,105-saddle,1
Shoes,Model name,MW811,1
Shoes,Model name,711-STARLA,1
Shoes,Model name,652-bonnie,1
Shoes,Model name,Tahoe,1
Shoes,Model name,Radler Trail Camper,1
Shoes,Model name,Castellano Wingtip,1
Shoes,Model name,Calie,1
Shoes,Model name,Tampa,1
Shoes,Model name,Hurrikan,1
Shoes,Model name,Professional,1
Shoes,Model name,Exposure,1
Shoes,Model name,1461 W,1
Shoes,Model name,Raynor,2
Shoes,Model name,Original,2
Shoes,Model name,Air Huarache Run,1
Shoes,Model name,Milano,1
Shoes,Model name,Kissable,1
Shoes,Model name,Lincoln,1
Shoes,Model name,Bay Braid,2
Shoes,Model name,Kilty Unbeaded,1
Shoes,Model name,Blair,1
Shoes,Model name,Fabulist,1
Shoes,Model name,World Tour Classic,1
Shoes,Model name,Conrad,1
Shoes,Model name,Christina,1
Shoes,Model name,Bala,1
Shoes,Model name,Chino,1
Shoes,Model name,Gunnison Driver,1
Shoes,Model name,Runaway,1
Shoes,Model name,Fawn,1
Shoes,Model name,2051-014099,1
Shoes,Model name,Dora,1
Shoes,Model name,Templin,1
Shoes,Model name,Parties-Mate,1
Shoes,Model name,557-eden,1
Shoes,Model name,CODDELSN,1
Shoes,Model name,Bal Harbour,1
Shoes,Model name,Infinity,1
Shoes,Model name,Angelfish-W,1
Shoes,Model name,Paola,1
Shoes,Model name,Dusty,1
Shoes,Model name,Hometown Extra-M,1
Shoes,Model name,Stinger Lo,1
Shoes,Model name,Kadee Flat,1
Shoes,Model name,Shuffle,1
Shoes,Model name,Soft-T,2
Shoes,Model name,Syracuse,1
Shoes,Model name,Battery Park,1
Shoes,Model name,Wild Trail,1
Shoes,Model name,Sail,1
Shoes,Model name,Vaughn,1
Shoes,Model name,Bali,1
Shoes,Model name,G6152,1
Shoes,Model name,Jen,1
Shoes,Model name,Jam Session,1
Shoes,Model name,Flex Kitten,1
Shoes,Model name,Bryn,1
Shoes,Model name,"Howland Penny, T.Moro Crocodile",1
Shoes,Model name,Chiba,1
Shoes,Model name,A8140,1
Shoes,Model name,Great Era-Pass On-00YC11PS048,1
Shoes,Model name,8500,1
Shoes,Model name,601-juliet,1
Shoes,Model name,Gabbie,1
Shoes,Model name,Shelly-s,1
Shoes,Model name,Nub Sole,1
Shoes,Model name,Heritage-M,1
Shoes,Model name,8400,1
Shoes,Model name,Corrado,1
Shoes,Model name,Epic Mary Jane,1
Shoes,Model name,Buck,1
Shoes,Model name,Merl Suede,1
Shoes,Model name,Bocca,1
Shoes,Model name,Jerusalem Style II,1
Shoes,Model name,Lennix-M,1
Shoes,Model name,Music,1
Shoes,Model name,001001B07-BLK,1
Shoes,Color,White,4
Shoes,Color,Black,28
Shoes,Color,Taupe,2
Shoes,Color,Dark Brown,1
Shoes,Color,Black/Moonlight,1
Shoes,Color,Nautical Navy,1
Shoes,Color,Aqu/Blu,1
Shoes,Color,Brown,5
Shoes,Color,Raisin,1
Shoes,Color,Black-Suede,1
Shoes,Color,Bay Brown,1
Shoes,Color,7 M US,1
Shoes,Color,Whiskey,1
Shoes,Color,Saddle Tan,1
Shoes,Color,Blue,3
Shoes,Color,Chocolate Nubuck,1
Shoes,Color,Blue/White/Black,1
Shoes,Color,Black/Black,1
Shoes,Color,Black/Silver,1
Shoes,Color,Brown/Pink,1
Shoes,Color,(ASPCA) Dogs,1
Shoes,Color,Tan,1
Shoes,Color,Dusty Black,1
Shoes,Color,White/Blue,1
Shoes,Color,Black/White,2
Shoes,Color,Yellow-9,1
Shoes,Color,Black/Red,1
Shoes,Color,Black/Blue,1
Shoes,Color,Lime,1
Shoes,Color,Buttercup/Black,1
Shoes,Color,Black Patent,3
Shoes,Color,Cream/Navy,1
Shoes,Color,Sunset/Gold Dart/White/Black,1
Shoes,Color,Burgundy,1
Shoes,Color,Brown Multi,1
Shoes,Color,Antique Pewter,1
Shoes,Color,Navy Smooth,1
Shoes,Color,Brown Smooth,1
Shoes,Color,Chocolate,2
Shoes,Color,FAL Roy/Ru,1
Shoes,Color,Brown Leopard,1
Shoes,Color,Candy,1
Shoes,Color,Gold Metallic,1
Shoes,Color,Cognac,1
Shoes,Color,Mauve,1
Shoes,Color,Mint/Green,1
Shoes,Color,Navy,2
Shoes,Color,Ivory,1
Shoes,Color,Chocolate Moose,1
Shoes,Color,Gloss Black,1
Shoes,Color,Black/White/Vintage Red,1
Shoes,Color,Mushroom,1
Shoes,Color,Raspberry/Raspberry,1
Shoes,Color,Natural Moose,1
Shoes,Color,Mocha Deerskin,1
Shoes,Color,Champagne Deerskin,3
Shoes,Color,Black/Cool Grey/Dark Grey/Metallic Platinum,1
Shoes,Color,Dark Khaki,1
Shoes,Color,Cream/E.Navy,1
Shoes,Color,barracuda gold,1
Shoes,Color,Beige Python,1
Shoes,Color,Soft Grey Snake,1
Shoes,Color,Breton Stripe,1
Shoes,Color,Pewter,1
Shoes,Color,White/Metallic Silver/Black,1
Shoes,Color,Red Patent,1
Shoes,Color,14,1
Shoes,Size,6 M US,3
Shoes,Size,10 M US,7
Shoes,Size,12 Wide US,1
Shoes,Size,9.5 N US,1
Shoes,Size,11 M US,3
Shoes,Size,41 EU/8 M US,1
Shoes,Size,14 M,1
Shoes,Size,49,1
Shoes,Size,5 M US,6
Shoes,Size,4 M US,2
Shoes,Size,9 Wide,1
Shoes,Size,14 W US,1
Shoes,Size,10 D(M) US,1
Shoes,Size,10,3
Shoes,Size,9.5,1
Shoes,Size,US Women's 9 M,1
Shoes,Size,12 M US,2
Shoes,Size,10.5 M US,3
Shoes,Size,12 D US,2
Shoes,Size,7 N US,1
Shoes,Size,7 W,1
Shoes,Size,7 M US,4
Shoes,Size,2 M US Infant,1
Shoes,Size,3.5 M YTH,1
Shoes,Size,12 M,1
Shoes,Size,41 M EU,1
Shoes,Size,0.5 M US Infant,1
Shoes,Size,8.5 M US,3
Shoes,Size,15 M US,1
Shoes,Size,8 M US,4
Shoes,Size,5-5.5 Narrow,1
Shoes,Size,6 UK/8 M US,1
Shoes,Size,7.5 M US,5
Shoes,Size,6.5 M US,1
Shoes,Size,6.5,1
Shoes,Size,10 D US,1
Shoes,Size,13 D US,1
Shoes,Size,11 D US,1
Shoes,Size,10 4E US,1
Shoes,Size,10.5 D US,1
Shoes,Size,9 M US,2
Shoes,Size,35 EU/4.5-5 M US,1
Shoes,Size,9 D US,1
Shoes,Size,6.5 Medium US,1
Shoes,Size,6 US,2
Shoes,Size,10.5 M,2
Shoes,Size,5.5 M US,1
Shoes,Size,8.5 B US,1
Shoes,Size,9.5 M US,3
Shoes,Size,0 M US Infant,1
Shoes,Size,36 (5.5-6 Women's B US),1
Shoes,Size,11 W US,1
Shoes,Size,8 D US,1
Shoes,Size,11.5 D - Medium,1
Shoes,Size,13 M US,1
Shoes,Size,36 (US Women's 5.5-6),1
Shoes,Size,7.5,1
Shoes,Size,8,1
Shoes,Size,5,2
Shoes,Size,13 4E US,1
Shoes,Size,11.5 M US,1
Shoes,Size,13 W US,1
Shoes,Size,14 M US,1
Shoes,Size,10.5 2E US,1
Shoes,Size,10 W US,1
Shoes,Shoe type,oxfords,1
Shoes,Shoe type,Slide Mule,1
Shoes,Shoe type,Oxford,11
Shoes,Shoe type,Slide,1
Shoes,Shoe type,Ballet Flat,4
Shoes,Shoe type,Boat Shoe,1
Shoes,Shoe type,Sneaker,4
Shoes,Shoe type,Slip On Loafer,1
Shoes,Shoe type,20-Eye Boot,1
Shoes,Shoe type,Slip-On,3
Shoes,Shoe type,Fashion Sneaker,2
Shoes,Shoe type,Sandal,3
Shoes,Shoe type,Dress Wedge,1
Shoes,Shoe type,Closed Toe Loafers,1
Shoes,Shoe type,Clog,1
Shoes,Shoe type,Pump,5
Shoes,Shoe type,Mary Jane,1
Shoes,Shoe type,Penny Loafer,1
Shoes,Shoe type,Slipper,1
Shoes,Shoe type,Slip Resistant Work Shoe,1
Shoes,Shoe type,Crib Shoe,2
Shoes,Shoe type,Platform Sandal,1
Shoes,Shoe type,Venetian Loafer,1
Shoes,Shoe type,Moccasin,6
Shoes,Shoe type,High-Top Sneaker,1
Shoes,Shoe type,Slip-On Loafer,2
Shoes,Shoe type,Boot,1
Shoes,Shoe type,Cap-Toe Spat Boot,1
Shoes,Shoe type,Hi-Top Sneaker,1
Shoes,Shoe type,Pointed Toe Dress Pump,1
Shoes,Shoe type,"4"" Pump,",1
Shoes,Shoe type,Bicycle-Toe Slip-On,1
Shoes,Shoe type,Thong,1
Shoes,Shoe type,Classic Moccasin,1
Shoes,Shoe type,Gore Front Moccasin,1
Shoes,Shoe type,Slip On,1
Shoes,Shoe type,Soft-T Moccasin,1
Shoes,Shoe type,Mid Calf Boot,1
Shoes,Shoe type,Creeper Oxford,1
Shoes,Shoe type,sandals,1
Shoes,Shoe type,Loafer,1
Shoes,Shoe type,Biblical Sandals,1
Shoes,Material,Leather,7
Shoes,Material,Moosehide,3
Shoes,Material,Tokyo Super Grip Leather,1
Shoes,Material,Rubber,1
Shoes,Material,Snakeskin,1
Shoes,Material,Canvas,2
Shoes,Material,Suede Leather,1
Shoes,Material,Deerskin,4
Shoes,Material,Suede,1
Shoes,Sport,Running,2
Shoes,Sport,Walking,3
Shoes,Sport,Skateboarding,1
Shoes,Sport,Tennis,2
Shoes,Sport,Golf,1
Shoes,Closure,Ankle Strap,1
Shoes,Closure,Lace Up,1
Shoes,Closure,Lace-up,1
Shoes,Waterproof,Waterproof,1
Laundry Detergent,Brand,Gain flings!,2
Laundry Detergent,Brand,Persil,6
Laundry Detergent,Brand,OxiClean,11
Laundry Detergent,Brand,Glamorous Wash,2
Laundry Detergent,Brand,Amazon Brand - Solimo,5
Laundry Detergent,Brand,Biokleen,2
Laundry Detergent,Brand,Tru Earth,1
Laundry Detergent,Brand,Spray'n Wash,1
Laundry Detergent,Brand,Earth Friendly Products Ecos,2
Laundry Detergent,Brand,ecoegg,1
Laundry Detergent,Brand,Forever New,2
Laundry Detergent,Brand,Arm & Hammer,12
Laundry Detergent,Brand,Method,7
Laundry Detergent,Brand,Tide,6
Laundry Detergent,Brand,Mrs. Meyer's Clean Day,7
Laundry Detergent,Brand,Shout,7
Laundry Detergent,Brand,Jabon Zote Blanco,1
Laundry Detergent,Brand,Amazon Brand - Presto!,2
Laundry Detergent,Brand,20 Mule Team,1
Laundry Detergent,Brand,KIRKLAND SIGNATURE,1
Laundry Detergent,Brand,Nature's Miracle,1
Laundry Detergent,Brand,Spray 'n Wash,1
Laundry Detergent,Brand,all,2
Laundry Detergent,Brand,Gain,5
Laundry Detergent,Brand,Seventh Generation,5
Laundry Detergent,Brand,Tide Plus Febreze Freshness,1
Laundry Detergent,Brand,OxiClean®,1
Laundry Detergent,Brand,MILLIARD,3
Laundry Detergent,Brand,Tide PODS,1
Laundry Detergent,Brand,Grab Green,1
Laundry Detergent,Brand,Puracy,2
Laundry Detergent,Brand,Persil ProClean,2
Laundry Detergent,Brand,Kaboom,1
Laundry Detergent,Brand,Xtra,1
Laundry Detergent,Brand,Rit Dye,1
Laundry Detergent,Brand,Davis Instruments,1
Laundry Detergent,Brand,Ecover Zero,1
Laundry Detergent,Brand,The Laundress New York,1
Laundry Detergent,Brand,Purity Pool OS Out Spot,1
Laundry Detergent,Brand,Soakwash,1
Laundry Detergent,Brand,Dreft Active,1
Laundry Detergent,Brand,Earth Friendly Products ECOS,1
Laundry Detergent,Brand,Tyler Candle Co,1
Laundry Detergent,Brand,Gain Fireworks,1
Laundry Detergent,Brand,Retro Clean,1
Laundry Detergent,Brand,HEX Performance,1
Laundry Detergent,Brand,Zote,2
Laundry Detergent,Brand,Purex,2
Laundry Detergent,Brand,Good Natured Brand,1
Laundry Detergent,Brand,Woolite Clean & Care,1
Laundry Detergent,Brand,Crystals,1
Laundry Detergent,Brand,Incredible Inc.,1
Laundry Detergent,Brand,Tyler Candle,1
Laundry Detergent,Brand,Arm & Hammer Plus OxiClean,1
Laundry Detergent,Brand,Whole Foods Market,1
Laundry Detergent,Brand,EARTHBORN ELEMENTS,1
Laundry Detergent,Brand,GAIN,1
Laundry Detergent,Brand,Downy,1
Laundry Detergent,Brand,Amazon Brand,1
Laundry Detergent,Brand,Indigo Wild Zum Clean,1
Laundry Detergent,Brand,Woolite,1
Laundry Detergent,Brand,Dreft Blissfuls,1
Laundry Detergent,Brand,Attitude Little Ones,1
Laundry Detergent,Brand,Gain Joyful Expressions,1
Laundry Detergent,Brand,Dreft,1
Laundry Detergent,Brand,Grab Green Stoneworks,1
Laundry Detergent,Brand,365 by Whole Foods Market,1
Laundry Detergent,Brand,Oil Vanish,1
Laundry Detergent,Brand,Ivory,1
Laundry Detergent,Item form,Pacs,8
Laundry Detergent,Item form,Power-Liquid,3
Laundry Detergent,Item form,Liquid,48
Laundry Detergent,Item form,Eco-Strips,1
Laundry Detergent,Item form,Laundry Egg,1
Laundry Detergent,Item form,Travel Packets,1
Laundry Detergent,Item form,Trigger,1
Laundry Detergent,Item form,Flakes,2
Laundry Detergent,Item form,Packs,3
Laundry Detergent,Item form,To Go,1
Laundry Detergent,Item form,Power Paks,2
Laundry Detergent,Item form,Spray,4
Laundry Detergent,Item form,Borax Powder,3
Laundry Detergent,Item form,Powder,7
Laundry Detergent,Item form,No Drip Foam,1
Laundry Detergent,Item form,Granular,1
Laundry Detergent,Item form,Stick,1
Laundry Detergent,Item form,Sparkling Liquid,1
Laundry Detergent,Item form,Wash,1
Laundry Detergent,Item form,Ready to Use Pods,1
Laundry Detergent,Item form,Brush,1
Laundry Detergent,Item form,Glamorous Wash,1
Laundry Detergent,Item form,Beads,2
Laundry Detergent,Item form,Bag,1
Laundry Detergent,Item form,Spray and Wash,1
Laundry Detergent,Item form,Bar,1
